BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
15-57512,S.I.A.E.P.,None,M. Leclou Fabrice,,,41 quai Victor Hugo,77140,Nemours,,01-64-28-85-01,,,fabrice.leclou@fr.oleane.com,,,,,,,False,False,,False,False
15-57514,Ville de St Genis Pouilly,None,Mme QUEFFURUS Claire,,,"94, avenue de la République BP 110",1638,SAINT-GENIS-POUILLY CEDEX,,04-50-20-52-76,,04-50-42-05-04,claire.queffurus@saint-genis-pouilly.fr,,http://www.klekoon.com,,,,,False,False,,False,False
15-57515,Ville de Paris,None,"M. Philippe Leduc, Ville de Paris - Direction de l'information et de la communication",,,4 rue Lobau 4 rue Lobau,75004,Paris,,,,01-42-76-56-81,marchespublics.dicom@paris.fr,http://www.paris.fr,,,,,,False,False,,False,False
15-57517,centrale d'achat du SIFUREP,25750005800025,M. KOSSOWSKI Jacques,"Marie-Valentine DEBORDE, service juridique",,"Tour Gamma B, 193-197 rue de Bercy",75582,Paris cedex 12,,(+33) 1-44-74-85-72,,(+33) 1-44-74-83-91,mdeborde@sifurep.com,http://www.sifurep.com,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-57518,CA Rhône Alpilles Durance,None,M. le Président,,,Chemin Notre Dame,13630,Eyragues,,(+33) 4-32-61-96-30,,(+33) 4-32-61-96-31,dechets@ca-rhonealpillesdurance.fr,http://www.eu-supply.com/CC_RHONEALPILLESDURANCE.asp,http://www.eu-supply.com/CC_RHONEALPILLESDURANCE.asp,,,,,False,False,,False,False
15-57521,EHPAD,None,M. Deschamps,,,EHPAD de CussetRue Basse du RuisseauBP 80206,3306,Cusset,,04-70-30-38-38,,04-70-30-38-02,ehpad@mrcusset.fr,,,,,,,False,False,,False,False
15-57523,Ville de Valenton,None," MOROY Orlane, Responsable Marchés Publics & Assurances",,,48 rue du Colonel Fabien,94460,Valenton,,01-43-86-37-20,,,,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-57524,ESID de Rennes,None,M. LECOEUR ARNAUD,,,Quartier Margueritte bp14,35998,Rennes cedex 9,,(+33) 2-23-35-26-01,,(+33) 2-23-35-21-93,,,,,,,,False,False,,False,False
15-57525,OPH GENNEVILLIERS,None,"Mme Sanz Emmanuelle, DIRECTRICE GENERALE",,,33 rue des Chevrins,92230,Gennevilliers,,,,,,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-77283,Museum National d'Histoire Naturelle,None, Thomas grenon,,,"Direction de la rénovation et de la maintenance57, rue cuvier - cp 23",75231,Paris cedex 05,,01-40-79-37-13,,01-40-79-48-02,mbaye@mnhn.fr,http://mnhn.e-marchespublics.com,,,,,,False,False,,False,False
15-57527,ville de Maisons-Laffitte,None,M. le Maire,,,48 avenue de Longueil,78600,Maisons-laffitte,,,,,,,,,,,,False,False,,False,False
15-57529,CAP Nord Martinique,None,M. Alfred MONTHIEUX,,,39 lotissement La Marie,97225,Marigot,MQ,(+33) -05-96-53-50-23,,(+33) -05-96-53-60-12,,,,,,,,False,False,,False,False
15-57530,Conseil général de l'Isère,None, Mr le Président,,,Direction de l'immobilier et des moyens Service des travaux d'aménagement 20 avenue Saint Roch BP 1096 Cedex 1,38022,Grenoble,,,,,,,http://www.isere.fr,,,,,False,False,,False,False
15-57531,Ville de Meaux,None,Mme Quirici Catherine,,,Place de l'Hôtel de Ville BP 227,77107,Meaux cedex,,01-60-09-98-31,,01-60-09-97-73,catherine.quirici@meaux.fr,http://www.ville-meaux.fr,http://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-57532,Carsat Nord-Est,None,Mme SCHMIDT Mady,,,Bâtiment B 81-85 rue de Metz,54073,Nancy cedex,,03-83-34-16-02,,,madeleine.schmidt@carsat-nordest.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-57536,SMTC 63,None,M. le président,,,2 bis rue de l'hermitage,63063,Clermont-Ferrand,,04-73-44-68-68,,04-73-44-68-99,mp@smtc-clermontferrand.com,http://www.smtc-clermont-agglo.fr,http://www.smtc-ac-marcoweb.fr,,,,,False,False,,False,False
15-57537,Commune de NIORT,None,Monsieur le Maire,,,1 place Martin Bastard CS 58755,79027,Niort cedex,,,,,,http://www.vivre-a-niort.com,http://www.achatpublic.com,http://www.achatpublic.com,http://www.achatpublic.com,,,False,False,,False,False
15-57538,Rennes Métropole,None,M. le Président de Rennes Métropole,,,"4, avenue henri frévilleCS20723",35207,Rennes cédex 2,,02-23-62-11-32,,,scp-commandepublique@rennesmetropole.fr,,http://marches.e-megalisbretagne.org,,,,,False,False,,False,False
15-57539,Ville de Savigny-le-Temple,None, Restauration Service,,,Service restauration 1 pl François Mitterrand - BP147,77547,Savigny le temple cedex,,(+33) 1-64-10-19-96,,(+33) 1-64-10-19-89,restauration@savigny-le-temple.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-57540,commune de Le Pellerin,None,Mme Laurence Pointard,,,rue du docteur Sourdille,44640,Le Pellerin,,02-40-04-56-00,,,,,,,,,,False,False,,False,False
15-57542,Cté de Communes du Pays de Redon,None,"M. MARY Jean-François, M. Le Président",,,3 rue Charles Sillard CS 40264,35605,Redon,,02-99-70-34-34,,02-99-72-13-72,cc-pays-redon@cc-pays-redon.fr,http://www.cc-pays-redon.fr/,,,,,,False,False,,False,False
15-57545,SEM 92,None,Directeur général de la SEM 92,,,28 boulevard Emile Zola,92020,Nanterre cedex,,(+33)1-41-37-11-70,,(+33)1-41-37-12-00,iperraud@sem92.fr,http://www.sem-92.fr/,http://sem92.achatpublic.com,,,,,False,False,,False,False
15-77587,Commune de Brignoles,None,"M. Oberto Olivier, Responsable direction de la commande publique",,,Annexe municipale 19 rue Lice de Signon,83170,Brignoles,,04-94-86-22-17,,,achats.publics@brignoles.fr,,,,,,,False,False,,False,False
15-57548,Société du Grand Paris,None,M. Dubost Benoit,,,Immeuble le Cézanne 30 avenue des Fruitiers Immeuble le Cézanne 30 avenue des Fruitiers,93200,Saint-denis,,(+33) 1-82-46-20-00,,,,http://www.societedugrandparis.fr,,,,,,False,False,,False,False
15-57549,Ville d'Haubourdin,None, Mélodie MORELLI,,,11 Rue Sadi Carnot,59320,HAUBOURDIN,,03-20-18-36-47,,03-20-18-38-13,achats@haubourdin.fr,http://www.haubourdin.fr,https://marches.cdg59.fr,,,,,False,False,,False,False
15-57551,Conseil général de l'Hérault,None, À l'attention de Monsieur le Président du Conseil général,,,"Service des Marchés - Hôtel du Département - 1000, rue d'Alco Cedex 4",34087,Montpellier,,(+33) 4-67-67-67-67,,,marches-publics@cg34.fr,http://www.herault.fr,,,,,,False,False,,False,False
15-57552,Expansiel - DOA,58205633900051,Mme ROULENDES Béatrice,,,21 avenue Saint Maurice du Valais,94412,Saint maurice du valais,,(+33) 1-43-97-67-27,,(+33) 1-43-97-15-46,stephanie.bordeaux@groupevalophis.fr,https://www.achatpublic.com,https://www.achatpublic.com,,,,,False,False,,False,False
15-57553,CCI de CAEN,None,M. Collin Michel,Cellule marchés publics,,Direction des Equipements Portuaires - Bassin d'Hérouville,14200,Hérouville saint clair,,(+33) 2-31-35-63-00,,(+33) 2-31-35-63-06,marchespublics@caen.cci.fr,http://www.caen.cci.fr/,https://www.marches-publics.gouv.fr,https://www.marches-publics.gouv.fr,https://www.marches-publics.gouv.fr,,,False,False,,False,False
15-57554,Centre Hospitalier de Dreux,None," Carole FESTA, Directrice",,,44 AVENUE KENNEDY - BP 69,28102,Dreux Cedex,,,,,,,,,,,,False,False,,False,False
15-57555,ESID de Rennes,None,M. LECOEUR ARNAUD,,,Quartier Margueritte bp14,35998,Rennes cedex 9,,(+33) 2-23-35-26-01,,(+33) 2-23-35-21-93,,,,,,,,False,False,,False,False
15-57556,Conseil Général de l'Aude,None, Monsieur le Président du Département de l'Aude,,,Allée Raymond Courrière,11855,CARCASSONNE Cedex 9,,(+33) 4-68-11-69-70,,(+33) 4-68-11-68-93,,http://marchespublics.aude.fr,,,,,,False,False,,False,False
15-57557,Ville d'Herblay,None,"M. Philippe ROULEAU, Maire",,,"43, rue du Général De Gaulle - BP 40 003",95221,Herblay cedex,,01-34-50-55-17,,01-39-78-75-46,marchespublics@herblay.fr,http://www.herblay.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-57558,MARINE/DCSSF/ DSSFBrest,None,M. le directeur du service de soutien de la flotte de BREST,secrétariat des offres,,BCRM BREST - DSSF BREST Secrétariat des offres - SDFC/DOMA - CC45,29240,Brest cedex 9,,(+33) 2-98-14-07-06,,(+33) 2-98-22-29-98,cao_fc.dssf_brest@fr.oleane.com,,,,,,,False,False,,False,False
15-57560,EST METROPOLE HABITAT,None,Mme Catherine CHAIGNEAU,,,53 avenue Paul kruger,69100,Villeurbanne,,04-78-03-47-20,,04-78-85-55-17,,http://www.est-metropole-habitatfr,,,,,,False,False,,False,False
15-57561,C H I Villeneuve Saint Georges,None,,,,CHIV 40 Allée de la source,94190,Villeneuve Saint Georges,,(+33) 1-43-86-20-00,,(+33) 1-43-86-20-51,,http://www.chiv.fr/page.php,,,,,,False,False,,False,False
15-57565,SGAP Sud Ouest,None,"Mme PIECHOCKI Catherine, SGAMI Sud-Ouest",,,89 Cours Dupré de Saint-Maur BP 30091,33041,Bordeaux,,05-56-99-77-43,,05-56-99-72-90,catherine.piechocki@interieur.gouv.fr,,,,,,,False,False,,False,False
15-57568,Commune de Le Menoux,None,DEBRY Michel,mairie,,8 Route du Moulin Neuf,36200,Le Menoux,,02-54-47-87-47,,02-54-47-73-50,mairie.lemenoux@wanadoo.fr,,https://www.boamp.fr/demat/consultation/CONS-15-57568,,,,,False,False,,False,False
15-57569,Préfecture de la Vendée,None,Représentée par la Direction Départementale des Territoires et de la Mer de la Vendée,,,"19, rue MontesquieuBP 60827",85021,La roche sur yon,,02-51-44-31-37,,02-51-05-57-63,yannick.marolleau@vendee.gouv.fr,,http://WWW.marches-publics.gouv.fr,,,,,False,False,,False,False
15-57570,Centre Hospitalier de Soissons,None,Cellule Marchés Publics,,,"46, avenue du Général de Gaulle",2209,Soissons cedex,,(+33) 3-23-75-74-36,,(+33) 3-23-75-71-83,isabelle.lasserre@ch-soissons.fr,,https://www.achatpublic.com,,,,,False,False,,False,False
15-77898,Cté Cnes Moselle et Madon,None, Service de la commande publique,,,145 rue du breuil,54230,Neuves maisons,,(+33) 3-83-50-92-58,,(+33) 3-83-50-92-55,nmongin@cc-mosellemadon.fr,http://www.cc-mosellemadon.fr,http://cc-mosellemadon.e-marchespublics.com,,,,,False,False,,False,False
15-57572,Grand Port Maritime de Marseille,None,Mme la Directrice Générale du Grand Port Maritime de Marseille,direction des affaires juridiques/ département ingénierie juridique/ activités marchés publics,,23 Place de la Joliette C.S. 81965,13226,Marseille,,(+33) 4-91-39-49-33,,(+33) 4-91-39-40-33,marches-gpmm@marseille-port.fr,http://www.marseille-port.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,,False,False,,False,False
15-57574,Ville de Reims,None, Reims Monsieur le Député Maire de,,,Place de l'Hôtel de ville - C3C Pôle Services Urbains - A l'attention de Monsieur le Député Maire - CS80036 51100,51722,Reims,,03-26-77-74-30,,03-26-77-73-50,c3c.psu@mairie-reims.fr,http://www.ville-reims.fr,https://marches.reimsmetropole.fr,,,,,False,False,,False,False
15-57575,Ville de Villeneuve St Georges,21940078500016,Mme ROBILLARD Marie-Christine,"Madame le Maire, Sylvie Altman, Conseillère Régionale d'Ile de France",,Place Pierre sémard,94191,Villeneuve-saint-georges,,(+33) 1-75-48-10-05,,,mar-public@mairie-villeneuve-saint-georges.fr,,,,,,,False,False,,False,False
15-57576,CPAM de Paris,None,M. le Directeur Général de la CPAM de Paris,,,CS 70001,75948,Paris cedex 19,,01-53-38-72-81,,01-53-38-74-33,,,http://achapublic.com,,,,,False,False,,False,False
15-57577,Partenord Habitat,None,M. le Directeur Général,,,office Public de l'habitat du département Nord 27 Bd Vauban B.P. 309,59020,Lille cedex,,(+33) 3-20-78-56-00,,(+33) 3-20-78-58-87,,http://partenordhabitat.fr,http://marches-partenord.local-trust.com,,,,,False,False,,False,False
15-57578,EPCMDN-Versailles,None,Mme Catherine Pégard,,,RP 834,78008,Versailles cedex,,,,,bmdpj@chateauversailles.fr,http://www.chateauversailles.fr,http://chateauversailles.achatpublic.com,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2014_oR1Q47XPoR&v=1&selected=0,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2014_oR1Q47XPoR&v=1&selected=0,,,False,False,,False,False
15-57579,Com. d'Agglomération du Pays de Flers,None,Monsieur le Président de la CAPF,,,"41, rue de la Boule - CS 149",61103,Flers,,(+33) -02-33-64-66-00,,(+33) -02-33-64-66-33,infos@marie-flers61.fr,http://www.flers-agglomeration.fr,http://www.centraledesmarches.com,,,,,False,False,,False,False
15-57580,Région Guadeloupe,None,Monsieur le Président du Conseil Régional,,,Avenue Paul Lacavé. Petit-Paris.,97100,Basse-Terre,,(+59)0- 5-90-80-40-40,,(+59)0- 5-90-81-34-19,,,,,,,,False,False,,False,False
15-57581,GrandAngoulême agglomération,24160025300017,M. Keller Ghislaine,Service mutualisé de la Commande Publique,,25 boulevard Besson Bey 25 boulevard Besson Bey,16023,Angoulême cedex,,(+33) -05-45-38-69-84,,(+33) -05-45-38-60-85,marche-public@grandangouleme.fr,http://www.grandangouleme.fr,https://marchespublics.grandangouleme.fr/,https://marchespublics.grandangouleme.fr/,https://marchespublics.grandangouleme.fr/,,,False,False,,False,False
15-57583,Ville de Vitrolles,None,M. Le Maire,,,BP 30102,13743,Vitrolles cedex,,,,,,http://vitrolles13.fr,http://achatpublic.com,,,,,False,False,,False,False
15-57584,Ville de Wissous,None,Monsieur le Maire,,,place de la libératoin,91320,wissous,,01-64-47-27-44,,,,http://mairie-wissous.fr,http://www.achats-franciliens.fr,,,,,False,False,,False,False
15-57585,Commune de Charenton-le-Pont,None,M. Le Maire,,,48 rue de Paris,94220,Charenton-Le-Pont,,(+33) 1-46-76-47-16,,(+33) 1-46-76-46-69,marchespublics@charenton.fr,,http://www.achatpublic.fr,,,,,False,False,,False,False
15-57586,Ville de Nogent-sur-Oise,None,"M. DARDENNE Jean-François, Maire",Arnold AUDANT,,74 rue du Général de GaulleB.P. 10102,60181,Nogent-sur-Oise cedex,,03-44-66-30-30,,03-44-66-30-21,marches@nogentsuroise.fr,http://www.nogentsuroise.fr,,,,,,False,False,,False,False
15-57587,Ville de Gap,21050061700019, Le Maire,,,"3, Rue Colonel Roux BP 92",5007,GAP,,(+33) 4-92-53-18-04,,(+33) 4-92-53-26-88,marches.publics@ville-gap.fr,http://www.ville-gap.fr,http://www.ville-gap.fr,,,,,False,False,,False,False
15-78749,Ville de Vaujours,None,M. Bailly Dominique,Service marchés publics,,20 rue Alexandre Boucher,93410,Vaujours,,(+33) 1-48-61-96-75,,(+33) 1-48-61-76-59,,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-57589,Conseil général de Loire-Atlantique,None,M. Le Président du conseil général de Loire-Atlantique,,,"Direction patrimoine immobilier Sous-direction des opérations immobilières Service modernisation du patrimoine bati 3, quai Ceineray BP 94109 Cedex 1",44041,Nantes,,(+33) 2-40-99-89-32,,(+33) 2-40-99-11-00,sbillard@loire-atlantique.fr,http://www.loire-atlantique.fr/,https://marches.loire-atlantique.fr/,,,,,False,False,,False,False
15-57590,Ecole Nationale sup. d'Arts et Métiers,None,Service marches,,,151 boulevard de l'hôpital,75013,Paris,,(+33)1-44-24-62-93,,(+33)01-44-24-63-58,service.marches@ensam.eu,http://www.ensam.eu,http://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=242607&orgAcronyme=f2h,,,,,False,False,,False,False
15-57591,Centre Hospitalier de Voiron,None, le Directeur,,,14 route des Gorges BP 208,38506,Voiron,,04-76-67-15-11,,04-76-67-15-97,,,,,,,,False,False,,False,False
15-39856,CG49,None, Mr Jean-François ARTHUIS BRAULT,,,CS 94104-(site : 15 rue Hanneloup),49941,ANGERS CEDEX 9,,,,,,https://www.anjoumarchespublics.fr/,,,,,,False,False,,False,False
15-57593,COMMUNE DE LA ROCHE SUR LE BUIS,None," GREGOIRE Michel, Maire",,,Le Village,26170,LA ROCHE-SUR-LE-BUIS,,04-75-28-12-91,,04-75-28-21-41,mairie.larochesurlebuis@wanadoo.fr,,,,,,,False,False,,False,False
15-57594,enssib,None,"M Stéphane Corsat, gestionnaire finances",,,17/21 boulevard du 11 novembre 1918,69623,Villeurbanne cedex,,04-72-44-15-55,,,achats-marches@enssib.fr,http://www.enssib.fr,http://enssib.marcoweb.fr,,,,,False,False,,False,False
15-77526,centre interdépartemental de gestion,28780054400010, PEUMERY Jean-François,,,15 rue Boileau BP 855,78008,Versailles,,(+33) 1-39-49-63-00,,(+33) 1-39-02-27-26,marches.cig@cigversailles.fr,http://www.cigversailles.fr,http://www.marchespublics-idf-centre.fr,,,,,False,False,,False,False
15-57596,Le Mans Métropole - Communauté Urbaine,24720013200014, Le Président,,,"Pôle Marchés et Achats Publics, CS 40010 - 16 avenue François Mitterrand - Le Condorcet, Le Condorcet",72039,Le Mans,,(+33) 2-43-47-37-31,,(+33) 2-43-47-37-40,marches@ville-lemans.fr,http://www.lemans.fr,http://www.sarthe-marchespublics.fr,,,,,False,False,,False,False
15-57597,Conseil Général de la Drôme,22260001700016,"Mme Carpentier Emilie, Chef de secteur",,,26 avenue du Président E. Herriot,26026,Valence,,,,,ecarpentier@ladrome.fr,http://www.ladrome.fr,http://www.ladrome.fr,,,,,False,False,,False,False
15-57598,Commune du Cap d'Ail,None,Monsieur Le Maire,,,62 avenue du 3 Septembre,6320,Cap d'Ail,,,,,,,,,,,,False,False,,False,False
15-57600,DIR Centre-Ouest,None,M. Directeur Le,,,Le Pastel 22 rue des Pénitents Blancs,87032,Limoges cedex,,(+33) 5-87-50-60-00,,(+33) 5-87-50-60-49,dir-centre-ouest@developpement-durable.gouv.fr,,,,,,,False,False,,False,False
15-57601,Conseil Général du Pas-de-Calais,None,M. le Président du Conseil départemental,,,Rue Ferdinand Buisson,62018,Arras Cédex 9,,,,,,,https://marches.local-trust.com/cg-62,,,,,False,False,,False,False
15-57603,ONIRIS,None,Service achats,,,Atlanpôle La ChantrerieRoute de Gachet,44307,Nantes,,(+33) 2-40-68-77-94,,,achats@oniris-nantes.fr,http://oniris-nantes.fr,http://www.marches-publics.gouv.fr,https://www.marches-publics.gouv.fr/index.php?page=entreprise.EntrepriseDetailsConsultation&refConsultation=223505&orgAcronyme=b4n,http://www.marches-publics.gouv.fr,,,False,False,,False,False
15-57604,DREAL Centre,None,"Monsieur le Directeur Régional de l'Environnement, de l'Aménagement et du Logement Centre-Val de Loire",,,5 avenue Buffon - CS 96407,45064,Orléans cedex 2,,(+33)2-36-17-41-41,,(+33)2-36-17-41-01,dreal-centre@developpement-durable.gouv.fr,,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
15-57605,Ville de Sainte-Eulalie,None, Monsieur le Maire,,,1 pl de Gaulle,33560,SAINTE EULALIE,,05-56-06-05-59,,,,http://www.mairie-ste-eulalie.fr/,http://marchespublics.aquitaine.fr,,,,,False,False,,False,False
15-57606,Conseil Général de la Mayenne,None,M. le Président,,,"Direction des affaires juridiques, de l'assemblée et de la documentation - Service juridique, marchés publics et assurances - 39 rue Mazagran - BP 1429",53014,Laval,,(+33) 2-43-66-52-12,,(+33) 2-43-66-54-22,sjmpa@cg53.fr,http://www.lamayenne.fr,http://lamayenne.marcoweb.fr,http://lamayenne.marcoweb.fr,http://lamayenne.marcoweb.fr,,,False,False,,False,False
15-57607,Cté D'agglomération Val de France,None,M. DE LA COMMUNAUTE D'AGGLOMERATION LE PRESIDENT,,,1 bd carnot,95400,Villiers le bel,,,,01-34-19-48-13,dgst_marche@agglo-valdefrance.fr,https://agglo-valdefrance.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2015_UZkFZ5CCk2,,,,,,False,False,,False,False
15-57608,Ville de Firminy,None, Le Président,,,Place du Breuil - CS10040,42702,Firminy,,04-77-40-50-74,,04-77-40-50-61,,http://www.firminy.fr,http://www.loire.fr/e-marchespublics,,,,,False,False,,False,False
15-57609,Ville de Saint-Romain-le-Puy,None,"Mme BRUNEL Annick, Maire",,,HOTEL DE VILLE,42610,ST ROMAIN LE PUY,,04-77-76-60-55,,04-77-76-62-94,sg@mairie-saintromainlepuy.fr,http://www.mairie-saintromainlepuy.fr,http://www.loire.fr/e-marchespublics,,,,,False,False,,False,False
15-57610,Communauté communes canton Quingey,None,Sarah FAIVRE,,,12 rue Calixte II,25440,Quingey,,03-81-63-84-63,,,cccq@wanadoo.fr,,,,,,,False,False,,False,False
15-57611,Direction des Achats Mairie de Paris,None,,,,"121, avenue de France 95 Avenue de France",75639,Paris cedex 13,,,,,,http://www.paris.fr,https://m13.paris.fr,,,,,False,False,,False,False
15-57612,SDIS d'Ille-et-Vilaine,None,Pôle Finances/Commande Publique,,,2 rue du Moulin de JouéBP 80127,35701,Rennes cedex 7,,,,,,,,,,,,False,False,,False,False
15-57613,Expansiel - DOA,58205633900051,Mme ROULENDES Béatrice,,,21 avenue Saint Maurice du Valais,94412,Saint maurice du valais,,(+33) 1-43-97-67-27,,(+33) 1-43-97-15-46,stephanie.bordeaux@groupevalophis.fr,https://www.achatpublic.com,https://www.achatpublic.com,,,,,False,False,,False,False
15-57614,Ville de Gennevilliers,None," Philippe CLOCHETTE, Maire Adjoint",,,177 avenue Gabriel Péri BP 217,92237,Gennevilliers Cedex,,,,,,,,,,,,False,False,,False,False
15-57615,MINDEF/SCA/PFAF OUEST,13001539900012,M. LAMOTTE Annette,,,Bcrm de brest - cc20,29240,Brest cedex 9,,(+33) 2-98-14-19-67,,(+33) 2-98-22-20-51,anette.lamotte@intradef.gouv.fr,,https://www.marches-publics.gouv.fr,,,,,False,False,,False,False
15-57616,Communauté Urbaine d'Arras,None,"M. RAPENEAU Philippe, Président",,,"La Citadelle, Boulevard du Général de Gaulle BP 10345",62026,Arras cedex,,03-21-21-86-50,,03-21-50-59-95,b.hulot@cu-arras.org,http://www.cu-arras.fr,,,,,,False,False,,False,False
15-57617,MSA DES CHARENTES,52022158100017,M. PAPON Pierre,,,1 BD VLADIMIR FIEF MONTLOUIS,17106,Saintes,,(+33) 5-46-97-50-48,,(+33) 5-46-92-56-21,infomp@charentes.msa.fr,http://www.msadescharentes.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,https://www.achatpublic.com/sdm/ent/gen/index.jsp,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,False,False,,False,False
15-57618,Mairie de Nanterre,None,M. Quentin Le Calvé,,,88/118 rue du 8 mai 1945 - B.P. 1406,92014,Nanterre cedex,,01-47-29-48-69,,01-47-29-53-99,marches.publics@mairie-nanterre.fr,https://www.nanterre.fr,https://marches.local-trust.com/mairie-nanterre,,,,,False,False,,False,False
15-57619,Port Atlantique de La Rochelle,None,M. Le Directeur Général,,,GPM de La Rochelle BP 70394 Cedex 1,17001,La Rochelle,,,,,,,,,,,,False,False,,False,False
15-57621,CCI Roanne - Loire Nord,None,"M. Demont Bruno, CCI Roanne - Loire Nord",,,4 rue Marengo,42334,Roanne,,04-77-44-54-64,,,,http://www.roanne.cci.fr,,,,,,False,False,,False,False
