BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
15-140806,Université Lille 1 Sciences et Techno,None,Ophélie LENOIR,,,Service achats et marchés publicsCité scientifiqueBâtiment PCET,59655,Villeneuve d'Ascq Cedex,,03-20-33-63-23,,03-20-33-70-00,ophelie.lenoir@univ-lille1.fr,http://www.univ-lille1.fr,http://www.univ-lille1.fr/presentation/Marches-publics/MarchesProcedureAdaptee,,,,,False,False,,False,False
15-140807,Ville de Perpignan,None,M. Le Maire,,,Place de la Loge B.P. 20931,66931,Perpignan Cedex,,,,,,http://mairie-perpignan.fr,http://mairie-perpignan.marcoweb.fr,,,,,False,False,,False,False
15-140808,Université joseph fourier,193 818 382 00015,,,,BP 53,38041,Grenoble cedex 9,,,,,,http://www.ujf-grenoble.fr,,,,,,False,False,,False,False
15-140810,Centre Hospitalier de Saint Brieuc,None,M. DUBOIS MICHEL,,,10 Rue Marcel Proust,22027,St brieuc,,(+33) 2-96-01-76-14,,(+33) 2-96-01-72-29,service.economique@ch-stbrieuc.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-140811,Caisse des dépôts,None,Mme Nathalie TUBIANA,,,56 rue de Lille,75356,Paris 07 Sp,,,,,,,https://marches.caissedesdepots.fr/,,https://marches.caissedesdepots.fr/,,,False,False,,False,False
15-140812,Asso Pôle Métropolitain Estuaire Seine,None,Cailliez Christine,,,19 rue Georges Braque,76085,Le Havre CEDEX,,02-77-61-26-88,,02-35-22-24-31,christine.cailliez@acpmes.fr,,,,,,,False,False,,False,False
15-140813,E.C.A.S. gendarmerie nationale,None,"Mme RESSAULT Isabelle, ECASGN",,,54 rue de la Guignière - BP201,36300,Le blanc,,02-45-72-80-82,,02-45-72-80-67,marches.ecasgn@orange.fr,https://www.marches-publics.gouv.fr,,,,,,False,False,,False,False
15-140814,Ville de Divonne les Bains,None,"M. Etienne BLANC, Maire",,,73 avenue des Thermes,01220,Divonne-les-Bains,,,,,,,,,,,,False,False,,False,False
15-140815,Ville d'Orsay,None,M. Victor MASSON,,,"2, place du général Leclerc",91401,Orsay cedex,,01-60-92-80-29,,01-60-92-80-99,victor.masson@mairie-orsay.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-174327,Conseil Général Pyrénées Orientales,None,Mme MALHERBE Hermeline,,,24 quai Sadi Carnot BP 906,66906,Perpignan,,(+33) 4-68-85-81-92,,(+33) 4-68-35-65-61,service.marches@cg66.fr,http://www.ledepartement66.fr,https://marches.cg66.fr,,,,,False,False,,False,False
15-140817,URSSAF,None,Krikorian,,,293 avenue du Président HooverBP 20001,59032,Lille cedex,,03-20-22-78-82,,03-20-92-95-93,valerie.krikorian@urssaf.fr,,http://achatpublic.com,,,,,False,False,,False,False
15-140818,Ville de Lescar,None,"Mme Lavigne Sylvie, Rédacteur",,,Mairie de Lescar Allée du bois d'Ariste CS70488,64238,Lescar cedex,,05-59-81-57-13,,05-59-81-57-00,s.lavigne@lescar.fr,,,,,,,False,False,,False,False
15-140819,CHI de Clermont,None,M le directeur,,,2 rue des finets,60607,clermont cedex,,,,,marches@chi-clermont.fr,,http://achat-hopital.com,,,,,False,False,,False,False
15-140820,LUBERON MONTS DE VAUCLUSE,None,"M. DAUDET Gérard, Président",,,315 avenue Saint Baldou,84300,Cavaillon,,04-90-78-82-30,,04-90-78-82-39,d.guillot@c-lmv.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-140821,ville de Colomiers,None,M. Le Maire,,,"1, place Alex Raymond B.P 30330",31776,Colomiers Cedex,,,,,,,,,,,,False,False,,False,False
15-140822,SIEA SERVICE DES EAUX,None,M. Président Le,,,Place de la Mairie,49390,VERNANTES,,02-41-51-50-12,,,,,http://demat.centraledesmarches.com/7019338,,,,,False,False,,False,False
15-140823,MIMET,None,"M. CRISTIANI GEORGES, MAIRE",,,HOTEL DE VILLE,13105,mimet,,04-42-12-62-33,,,mimet.finance@hotmail.fr,,http://www.klekoon.com,,,,,False,False,,False,False
15-140824,CCI de CAEN,None,Mme MARIE ANNE-CHARLOTTE,Cellule marchés publics,,"1, rue René Cassin Saint-Contest",14911,Caen cedex 11,,(+33) 2-31-35-63-00,,(+33) 2-31-35-63-06,marchespublics@caen.cci.fr,http://www.caen.cci.fr/,https://www.marches-publics.gouv.fr/,https://www.marches-publics.gouv.fr/,https://www.marches-publics.gouv.fr/,,,False,False,,False,False
15-140825,ANSES,None,,Service des achats/marchés,,"14, rue Pierre et Marie Curie 27-31 Ave du Général LECLERC",94701,Maisons-alfort cedex,,(+33) 1-56-29-13-50,,,smp.anses@anses.fr,http://www.anses.fr,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=270521&orgAcronyme=h8j,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=270521&orgAcronyme=h8j,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=270521&orgAcronyme=h8j,,,False,False,,False,False
15-155596,Centre Hospitalier Le Vinatier,None, MARCHES Cellule,,,95 Bld PINEL,69677,Bron cedex,,(+33) 4-81-92-58-00,,,_cellule_marches@ch-le-vinatier.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-140828,Ville de Pau,None,Monsieur le Maire de Pau,,,Hôtel de ville Place royale,64036,Pau,,(+33) -59-27-85-80,,,,,,,,,,False,False,,False,False
15-140829,GRAND DELTA HABITAT,None, Patricia angelier,,,3 rue martin luther king,84054,Avignon cedex 1,,(+33) 4-90-27-22-19,,,patricia.angelier@granddelta.fr,,,,,,,False,False,,False,False
15-140831,Conseil régional des Pays de la Loire,None, Service des marchés publics,,,1 rue de la Loire 1 rue de la Loire,44966,Nantes cedex 9,,02-28-20-58-38,,02-28-20-50-27,,http://www.paysdelaloire.fr,https://marchespublics.paysdelaloire.fr,,,,,False,False,,False,False
15-140832,UNIVERSITE DE MONTPELLIER,None,Mme DESHONS Marie-Paule,,,163 RUE AUGUSTE BROUSSONNET - CC 421,34090,Montpellier,,04-34-43-31-49,,04-34-43-31-55,dagi-marches-publics@umontpellier.fr,,,,,,,False,False,,False,False
15-140833,S.I.T.T.O.M.A.T.,None,Monsieur le Président du SITTOMAT,,,Chemin Gaetan gastaldoQuartier Escaillon,83200,Toulon,,(+33) -04-94-89-64-94,,(+33) -04-94-22-37-30,contact@sittomat.fr,,,,,,,False,False,,False,False
15-140835,Région Centre,None,M. Le Président,,,"9, rue Saint Pierre Lentin cs 94117 Cedex 1",45041,Orléans,,,,,,http://www.regioncentre.fr,https://achats.regioncentre.fr,,,,,False,False,,False,False
15-140838,Commune de HABSHEIM,None,contact@mairie-habsheim.fr,,,"94, rue du Général de Gaulle",68440,Habsheim,,(+33)03-89-44-03-07,503,(+33)03-89-54-10-58,r.beltz@mairie-habsheim.fr,,,,,,,False,False,,False,False
15-140839,Conseil Général de Saône-et-Loire,None,M. Président Le,,,Espace Duhesme - 18 rue de Flacé,71026,Mâcon cedex 9,,,,03-85-39-76-52,,,https://marches.e-bourgogne.fr,,,,,False,False,,False,False
15-140840,Centre Hospitalier de Martigues,None,"Mme PELLEGRIN Valérie, Responsable de la Cellule Marchés",,,"3, bd des Rayettes BP 50248",13698,MARTIGUES CEDEX,,04-42-43-26-04,,04-42-43-26-13,cellule.marches@ch-martigues.fr,,http://ch-martigues.marcoweb.fr,,,,,False,False,,False,False
15-140842,Commune de Croix,None,"Mme Alexandra Valy, Responsable du service Commande publique",,,187 RUE JEAN JAURES,59170,Croix,,03-20-28-57-28,,,marchespublics@ville-croix.fr,http://www.ville-croix.fr,http://wwww.achatpublic.com,,,,,False,False,,False,False
15-174017,centre hospitalier,26690020800015,M. LISZAK Fabrice,,,78 chemin de montroy BP 45,69110,Sainte foy les lyon,,(+33) 4-72-16-86-52,,(+33) 4-72-16-86-79,secretariat-direction@ch-fidesien.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-140845,Saumur Agglopropreté,None, Kaminski aurélie,,,201 boulevard jean moulin,49400,Saumur,,02-41-50-44-67,,,accueil@agglopropre49.fr,http://agglopropre49.e-marchespublics.com,http://agglopropre49.e-marchespublics.com,,,,,False,False,,False,False
15-157303,VILLE DE FRESNES,None,"M. BRIDEY Jean-Jacques, Député-Maire",,,1 place Pierre et Marie Curie,94260,Fresnes,,01-49-84-56-56,,01-49-84-56-57,marchespublics@fresnes94.fr,http://www.fresnes94.fr,,,,,,False,False,,False,False
15-140848,Cté de Cnes du Castelbriantais,None,,,,"5, rue Gabriel Delatour",44110,Châteaubriant,,,,,cellule.marches@cc-castelbriantais.fr,,http://www.marches-securises.fr,,,,,False,False,,False,False
15-140849,Seine et Vexin Cté d'Agglomération,None, Seine&vexin depdd - environnement,,,Bp 7000230 boulevard thiers,78251,Meulan en yvelines cedex,,01-30-91-28-18,,,sesquerre@seine-et-vexin.fr,http://seine-et-vexin.e-marchespublics.com,http://seine-et-vexin.e-marchespublics.com,,,,,False,False,,False,False
15-140850,Ville d'Oyonnax,None,M. Arnaud Corbet,,,126 rue Anatole France,01100,Oyonnax,,(+33) 4-74-77-00-06,,(+33) 4-74-77-18-60,arnaud.corbet@oyonnax.fr,http://www.oyonnax.fr,http://oyonnax.marcoweb.fr,,,,,False,False,,False,False
15-140851,SGAMI OUEST,None,"Mme BAUDAIS INGRID, SGAMI OUEST",,,"BZAMP 28, rue de la Pilate CS 40725",35207,Rennes cedex,,02-22-06-69-84,,,ingrid.baudais@interieur.gouv.fr,https://www.marches-publics.gouv.fr,,,,,,False,False,,False,False
15-140852,CPAM de Paris,None,M. le Directeur Général,,,CS 70001,75948,Paris cedex 19,,01-53-38-72-72,,01-53-38-74-33,,,http://achatpublic.com,,,,,False,False,,False,False
15-140853,ville de Colomiers,None,M. Le Maire,,,"1, place Alex Raymond B.P 30330",31776,Colomiers Cedex,,,,,,,,,http://www.achatpublic.com,,,False,False,,False,False
15-140854,Métropole Nice côte d'azur,None,M. Le président de la Métropole Nice Côte d'Azur,,,455 promenade des anglais - immeuble ' Le Plaza ',06200,Nice,,04-89-98-10-00,,04-89-98-10-33,dao@nicecotedazur.org,,,,,,,False,False,,False,False
15-140855,Cté de Cnes de la Région de Brumath,None,M. ETIENNE WOLF,,,4 RUE JACQUES KABLE,67170,Brumath,,(+33) 3-88-52-52-80,,,cecile.beauvineau@cdc-brumath.fr,,,,,,,False,False,,False,False
15-175465,CNED du Futuroscope,None,Mme BOURY Béatrice,,,2 boulevard Nicéphore Niepce Téléport 2 - BP 80300,86963,Futuroscope cedex,,(+33) 5-49-49-34-00,,,marches-publics@cned.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-140858,C.H.D La Roche Sur Yon-Luçon-Montaigu,None,M. Hamard Yvan,,,Direction des Services Techniques et des Constructions Les Oudairies,85925,La roche sur yon cedex 9,,(+33) 2-51-44-61-38,,,dstc@chd-vendee.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,https://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2015_EzbZLPhH-I,,,False,False,,False,False
15-140859,Ville de Brignais,None, Cécile PEREZ,,,Service Commande publique / Affaires juridiques 28 rue du Général de Gaulle,69530,Brignais,,,,,,,http://www.marches-securises.fr,,,,,False,False,,False,False
15-140860,Espacil Habitat,None,GESVRET Jean-Paul,,,Service Méthodes1 rue du Scorff,35000,Rennes,,,,,,,,,,,,False,False,,False,False
15-140862,MINDEF/SCA/PFAF OUEST,None,"Mme Jones Sophie, MINDEF/SCA/PFAF OUEST",,,Bcrm de brest - cc20,29240,Brest cedex 9,,02-98-14-05-10,,02-98-22-24-23,sophie.jones@intradef.gouv.fr,https://marches-publics.gouv.fr,,,,,,False,False,,False,False
15-140863,SADEV 94,34121497100010,Mme COTARD CAROLINE,,,31 rue Anatole France,94306,Vincennes cedex,,(+33) 1-43-98-95-60,,,cotard@sadev94.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-140865,Communauté de Communes du Clermontais,None,,Service Marchés Publics,,Espace Marcel Vidal - 20 Avenue Raymond Lacombe - BP 40 - A l'attention du service Marchés Publics,34800,Clermont l'hérault,,(+33) 4-67-88-95-50,,(+33) 4-67-88-95-57,servicemarche@cc-clermontais.fr,http://www.cc-clermontais.fr,http://agysoft.marcoweb.fr,http://agysoft.marcoweb.fr,http://agysoft.marcoweb.fr,,,False,False,,False,False
15-140866,CHU de Grenoble,None,M. Castelli Jean-Philippe,,,Cellule des marchés Bâtiment no17 -pavillon Moidieu CS 10217,38043,Grenoble cedex 9,,04-76-76-68-57,,04-76-76-68-50,chugmarchespps@chu-grenoble.fr,http://www.chu-grenoble.fr,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-140867,Commune de Mantes la Jolie,None,"M. Marques Baptiste, Responsable marchés publics",,,31 rue Gambetta,78200,Mantes la jolie,,,,,,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-140868,SMEVOM Charolais Brionnais et Autunois,None,Monsieur le président,,,ZAC de LigervalRue de la Brosse Virot,71160,Digoin,,(+33) -03-85-24-45-43,,(+33) -03-85-81-29-33,contact@smevom.fr,,http://www.e-bourgogne.fr,,,,,False,False,,False,False
15-140869,Conseil Général de Seine Saint Denis,None," Mme Schutz Francine, Direction de la Nature des Paysages et de la Biodiversité",,,"Direction de la Nature des Paysages et de la Biodiversité, Hôtel du Département",93006,Bobigny,,,,,fschutz@cg93.fr,http://www.seine-saint-denis.fr,https://marchespublics.seine-saint-denis.fr,,,,,False,False,,False,False
15-140871,ACHA,None,Mme La Directrice D'ACHAT,Secrétariat de direction,,"Hopital Bicêtre 78, rue du Général Leclerc",94270,Le kremlin bicêtre,,(+33) 1-53-14-69-60,,(+33) 1-53-14-01-02,,https://www.aphp.fr,https://www.achats-hopitaux.com/,https://www.achats-hopitaux.com/,https://www.achats-hopitaux.com/,,,False,False,,False,False
15-140872,Conseil général de Seine-et-Marne,None,"M. Barbaux Jean-Jacques, Conseil départemental de Seine-et-Marne",,,Hôtel du Département CS 50377,77010,Melun cédex,,,,,,,,,,,,False,False,,False,False
15-140873,CC Terrasses et vallée de l'Aveyron,None, Le Président,,,"Maison de l'Intercommunalité, 370 avenue du 8 mai 1945 BP 80035",82800,NEGREPELISSE,,05-63-30-90-90,,05-63-30-81-77,cctva@info82.com,http://www.cc-terrasses-vallee-aveyron.fr,http://www.marchespublics82.com,,,,,False,False,,False,False
15-140874,Ville de Lyon,None," COLLOMB Gérard, Maire",,,"Direction de la Commande publique, 10 quai Jean Moulin",69205,Lyon,,04-72-10-30-30,,,,http://www.lyon.fr,http://www.marchespublics.lyon.fr,,,,,False,False,,False,False
15-140875,CALITOM,25160266000028, le Président,,,"ZE la Braconne, 19 rte du Lac des Saules",16600,Mornac,,(+33) 5-45-65-82-50,,(+33) 5-45-65-82-55,marches@calitom.com,http://www.calitom.com,http://www.calitom.com,,,,,False,False,,False,False
15-140876,Conseil Général du Var,22830001800113,"Mme CAPOBIANCO Valérie, Directeur des Marchés",,,"Direction des Marchés, 390 avenue des Lices - CS 41303",83076,TOULON,,,,,,http://www.var.fr,http://www.var.fr,,,,,False,False,,False,False
15-140877,MINDEF/SCA/CESCOF,None,M. Le Directeur DU CESCOF,,,"11, rue de groussay",78120,Rambouillet,,,,(+33) 1-34-57-61-55,,,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,,False,False,,False,False
15-140878,ville de Colomiers,None,M. Le Maire,,,"1, place Alex Raymond B.P 30330",31776,Colomiers Cedex,,,,,,,,,,,,False,False,,False,False
15-140879,SIDEC du Jura,None,Le Président du SIDEC,,,SIDEC du Jura Service Aménagements et Équipements Collectifs 1 Rue Maurice Chevassu,39000,Lons le Saunier,,03-84-47-04-12,,03-84-24-81-54,,,http://www.sidec-jura.fr,,,,,False,False,,False,False
15-157291,Mairie de Divion,None,Mairie de Divion,,,1 rue pasteur,62460,divion,,,,,,,,,,,,False,False,,False,False
15-140881,OPH des Pyrénées-Orientales,48889876800020," RIZZI Aldo, Directeur Général",,,5-7 rue Valette BP 60440,66004,PERPIGNAN,,(+33) 4-68-55-33-30,,(+33) 1-55-66-62-84,,http://www.office66.fr/,,,,,,False,False,,False,False
15-140882,Services du Premier Ministre - SGMAP,11000101300017,Mme Netter Sarah,Secrétariat général pour la modernisation de l'action publique,,Secrétariat général pour la modernisation de l'action publique - 64 Allée de Bercy - Télédoc 817,75572,Paris cedex 12,,,,,,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=262787&orgAcronyme=d2v,,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=262787&orgAcronyme=d2v,,,False,False,,False,False
15-173746,Conseil général Pyrénées Atlantiques,None,M. CLOIX Emmanuel,,,4 allée des Platanes - BP 431,64104,Bayonne cedex,,(+33) 5-59-46-51-54,,(+33) 5-59-46-51-60,emmanuel.cloix@le64.fr,http://www.le64.fr,,,,,,False,False,,False,False
15-140884,Département des Bouches du Rhône,None,"Mme Présidente La, Conseil Départemental des Bouches du Rhône",,,52 avenue de Saint Just 52 avenue de Saint Just,13256,Marseille cedex 20,,,,04-13-31-36-99,,https://marches.cg13.fr,,,,,,False,False,,False,False
15-140885,DIR Centre-Ouest,None,M. Directeur Le,,,Le Pastel 22 rue des Pénitents Blancs,87032,Limoges cedex,,(+33) 5-87-50-60-00,,(+33) 5-87-50-60-49,dir-centre-ouest@developpement-durable.gouv.fr,,,,,,,False,False,,False,False
15-140886,Pôle Equipements Travaux Services,None,,,,80 Rue Brochier,13354,Marseille cedex 05,,,,(+33) -04-91-38-11-47,dtst-marches@ap-hm.fr,https://ap-hm.fr,https://www.achats-hopitaux.com,,,,,False,False,,False,False
15-140887,Conseil Général de Saône-et-Loire,None,M. Président Le,,,Espace Duhesme - 18 rue de Flacé,71026,Mâcon cedex 9,,,,03-85-39-76-52,,,https://marches.e-bourgogne.fr,,,,,False,False,,False,False
15-140888,Mairie de st laurent d'onay,None,MASSON Serge,,,1 place de la mairie 26350 Saint Laurent d'Onay,26350,saint Laurent d'Onay,,04-75-71-72-18,,,,,,,,,,False,False,,False,False
15-140889,Assistance Publique-Hôpitaux de Paris,None,Thierry Hameury,,,"Service Central des Blanchisseries52, boulevard Vincent AuriolBP 20257",75624,PARIS CEDEX 13,,,,01-44-06-59-21,thierry.hameury@scb.aphp.fr,,http://www.achats-hopitaux.com,,,,,False,False,,False,False
15-140890,CDG31 (Centre de Gestion de la FPT31),None,"M. IZARD Pierre, Président",,,590 rue Buissonnière - CS 37666,31676,Labège cedex,,05-81-91-93-00,,05-62-26-09-39,achats@cdg31.fr,http://www.cdg31.fr,,,,,,False,False,,False,False
15-140891,Conseil Général de la Corrèze,None,M. Le Président du Conseil Général de la Corrèze,,,hôtel du départemental marbot - 9 rue rené et émile fage - bp 199,19005,Tulle cedex,,05-55-93-72-75,,05-55-93-71-82,,http://www.correze.fr,http://www.achatpublic.com,,,,,False,False,,False,False
15-140892,Conseil Général de la Loire,None, le Président,,,"Hôtel du département, 2 rue Charles de Gaulle",42022,Saint-Etienne,,,,,retraitmarche@cg42.fr,http://www.loire.fr,http://www.loire.fr/e-marchespublics,,,,,False,False,,False,False
15-140893,DIR Sud-Ouest,None,M. le directeur de la DIR Sud-Ouest,,,"155, avenue des arènes romaines",31300,Toulouse,,(+33) 5-61-58-59-70,,(+33) 5-61-58-51-60,,http://www.dir-sud-ouest.fr,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
15-140894,Cté Agglo. Grand Paris Seine Ouest,2000 233 56 000 13,M. COUME Mbaba,,,"9, Route de Vaugirard - CS90008",92197,Meudon cedex,,(+33) 1-46-29-69-98,,(+33) 1-46-29-55-10,mbaba.coume@agglo-gpso.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,False,False,,False,False
15-140896,MINDEF/AIR/SIAé/AIA CF,None,Directeur de l'Atelier Industriel de l'Aéronautique de CLERMONT-FERRAND,,,161 avenue du Brézet,63028,clermont-ferrand cedex 2,,,,,,,,,,,,False,False,,False,False
15-140897,EPTB Saône et Doubs,None,Monsieur le Président,,,200 rue du km 400CS 80217,71017,Mâcon,,,,,,,,,,,,False,False,,False,False
15-140898,CCI,None,Mademoiselle Emilie SAURA,,,"Hôtel Consulaire, Rue du Nouveau Port",20200,Bastia,,,,,,,,,,,,False,False,,False,False
15-140899,Assistance Publique-Hôpitaux de Paris,None,Thierry Hameury,,,52 boulevard Vincent Auriol.BP 20257,75624,PARIS CEDEX 13,,,,,,,,,,,,False,False,,False,False
15-140900,DRSID Lyon,None,"Mme Brun françoise, ESID Lyon",,,Boite postale 97423,69347,Lyon cedex 07,,,,,,,,,,,,False,False,,False,False
15-140901,Ville de Charleville Mézières,None,Mme GLACET Odile,,,"-, Place du Théatre",08000,CHARLEVILLE MEZIERES,,,,,marches-publics@mairie-charlevillemezieres.fr,,,,,,,False,False,,False,False
15-140902,DGA/SCA,None,M. le Chef du Service Centralisé des Achats,,,Ministère de la Défense - Direction Générale de l'Armement - Direction des Opérations - Service Centralisé des Achats60 boulevard du Général Martial ValinCS 21623,75509,Paris cedex 15,,,,,,,,,,,,False,False,,False,False
15-140903,ESID de Rennes,None,"M. AUBIN MARIANE, Etablissement du Service d'Infrastructure de la Défense de RENNES",,,Quartier Margueritte bp14 Quartier Margueritte bp14,35998,Rennes cedex 9,,02-23-35-24-08,,02-23-35-21-93,mariane.aubin@intradef.gouv.fr,,,,,,,False,False,,False,False
15-140904,Noréade,479 880 403 00015,,M. le Directeur Général de Noréade,,23 avenue de la Marne - CS 90101,59443,Wasquehal cedex,,(+33) 3-20-66-43-06,,(+33) 3-20-66-44-44,,,http://www.achatpublic.com,,,,,False,False,,False,False
19-131469,CONSEIL DEPARTEMENTAL 13,None,,,FRL04,"52, avenue de St just",13256,Marseille,,,,,contact.sammg@departement13.fr,https://marches.departement13.fr,https://marches.departement13.fr,,https://marches.departement13.fr,https://marches.departement13.fr/index.php?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=14813&orgAcronyme=cg13,https://marches.departement13.fr,False,True,,False,True
15-140906,Conseil Général du Cher,None,M. Le Président,Stéphane HENRY,,1 Place Marcel Plaisant - CS no30322,18023,Bourges cedex,,(+33) 2-48-27-81-12,,(+33) 2-48-27-80-23,,,https://marchespublics.cg18.fr,,,,,False,False,,False,False
15-140907,Chambre de Commerce et d'Industrie,None,"M. Raymond Pierre, Chambre de Commerce et d'Industrie de la Vendée",,,"16, rue Olivier de Clisson",85000,La roche sur yon,,02-51-45-32-85,,02-51-62-72-17,pierre.raymond@vendee.cci.fr,,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
15-140908,DIR Nord,None,,Monsieur le Directeur Interdépartemental des Routes Nord,,2 rue de Bruxelles CS 20275,59019,Lille cedex,,(+33) 3-20-49-63-44,,(+33) 3-20-49-60-68,dirn@developpement-durable.gouv.fr,http://www.dir-nord.developpement-durable.gouv.fr,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
