BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
15-90096,CHRU de Lille,None,Mme LECLERCQ Véronique,DTM2E - Cellule marchés,,Département des Ressources Physiques - DTM2E - Rue Philippe Marache,59037,Lille cedex,,(+33) 3-20-44-45-86,,(+33) 3-20-44-47-23,achats-travauxequipements@chru-lille.fr,http://www.achats-hopitaux.com,,,,,,False,False,,False,False
15-90098,C. H. I. Robert Ballanger,None, Centre Hospitalier Intercommunal,,,Boulevard Robert Ballanger,93602,Aulnay sous Bois,,01-49-36-71-23,,01-49-36-72-79,,http://www.ch-aulnay.fr,,,,,,False,False,,False,False
15-90099,Communauté de Communes du Sud-Estuaire,None,"Monsieur le Président, Yannick HAURY",,,6 boulevard Dumesnildot - BP 3014,44560,Paimboeuf,,,,,v.bertaud@cc-sudestuaire.fr,http://www.cc-sudestuaire.com,http://www.cc-sudestuaire-marches.com,,,,,False,False,,False,False
15-90100,DREAL BRETAGNE,None,"Mme MONTARET Anne, DREAL BRETAGNE",,,L'Armorique 10 rue Maurice Fabre CS 96515,35065,Rennes cedex,,02-99-33-44-95,,,consultation.ist.dreal-bretagne@developpement-durable.gouv.fr,,,,,,,False,False,,False,False
15-90102,SIETREM,None,M. Le Président,,,3 rue du Grand Pommeraye - ZAE la courtillière,77400,Saint-Thibault-des-Vignes,,(+33) 1-60-91-21-71,,(+33) 1-64-30-11-00,sietrem@sietrem.fr,http://www.sietrem.fr,http://www.achatpublic.com,,,,,False,False,,False,False
15-90103,Université Montpellier II,None,Mme LUPORSI Bénédicte,Service des Marchés Publics,,163 Rue Auguste Broussonnet,34090,Montpellier,,(+33) 4-67-14-48-40,,(+33) 4-67-14-41-97,dag-marches-publics@um2.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-90104,Ville de Belfort,None,M. Le Maire,,,DRH / Service Logistique Hôtel de Ville et de la Communauté d'Agglomération Place d'Armes,90020,Belfort Cedex,,,,,,,,,,,,False,False,,False,False
15-90105,Commune de Sallaumines,None,Monsieur Christian Pedowski,,,bp 58,62430,Sallaumines,,03-21-13-41-42,,03-21-42-35-08,contact@ville-sallaumines.fr,,http://www.ville-sallaumines.fr,,,,,False,False,,False,False
15-90107,Commune de Bosgouet,None,Watteyne Martine,,,"268, Rue du Village",27310,Bosgouet,,02-32-56-20-89,,02-32-56-07-82,mairie.bosgouet@orange.fr,,,,,,,False,False,,False,False
15-90108,SGAMI de Lille,None,"Mme SANCHEZ Caroline, SGAMI de LILLE",,,Cité administrative - bureau des marchés -14 ème étage - porte 1404 BP 2012,59012,Lille cedex,,03-20-62-49-43,,03-20-62-48-74,caroline.sanchez@interieur.gouv.fr,,,,,,,False,False,,False,False
15-90109,Ville de Saint-Claude,None, M. Pichon jean-luc,Centre Technique Municipal,,32 rue du pré,39200,Saint claude,,(+33) 3-84-45-79-61,,(+33) 3-84-45-28-81,jl.pichon@mairie-saint-claude.fr,http://www.saint-claude.fr/,http://mairie-saint-claude.e-marchespublics.com,,,,,False,False,,False,False
15-90110,MINDEF/SIMMAD,None,M. le directeur adjoint industrie et chef du service des contrats et des finances de la SIMMAD,,,"Structure Intégrée du Maintien en condition opérationnelle des Matériels Aéronautiques du ministère de la Défense Balard Est, 60 boulevard du général Martial Valin",75509,Paris cedex 15,,(+33) 5-33-05-38-25,,(+33) 5-33-05-38-27,simmad-scf.resp-contrat.fct@intradef.gouv.fr,,,,,,,False,False,,False,False
15-90111,Conseil Général des Vosges,None,M. Le Président du Conseil Départemental des Vosges,,,"8, rue de la Préfecture",88088,Epinal cedex 9,,03-29-30-34-53,,03-29-30-34-96,commandepublique@vosges.fr,http://www.vosges.fr,https://marchespublics.lorraine.eu,,,,,False,False,,False,False
15-90112,CHAMBRE DE METIERS ET DE L'ARTISANAT,None,Planchenault Valérie,,,ASSOCIATION VOTRE METIER DEMAIN39 quai Gambetta,53000,Laval,,02-43-49-88-82,,02-43-49-88-99,v.planchenault@cm-laval.fr,,,,,,,False,False,,False,False
15-90113,Agglomération d'Agen,None, Monsieur le président,,,"8, rue andré chénier",47916,Agen cedex 9,,05-53-69-23-63,,05-53-69-68-60,brigitte.marie-brusquant@agglo-agen.fr,http://www.agglo-agen.net/,http://caa.e-marchespublics.com,,,,,False,False,,False,False
15-90114,S.I.V.U. de Contrexéville-Vittel,None,"Monsieur Luc GERECKE, Président",,,"SIVU pour la Gestion de la station d'épuration intercommunale et des collecteurs de liaison75, rue Gaston THOMSON",88140,Contrexéville,,,,,,,,,,,,False,False,,False,False
15-90115,Conseil général de l'Isère,None, Mr le Président,,,Direction de l'immobilier et des moyens Service gestion de parc 27 rue Comboire,38130,Echirolles,,,,,,,http://www.isere.fr,,,,,False,False,,False,False
15-90116,Cté de Cnes de la Vallée de Chamonix,None,Cédric Blondel,,,"Service achats et commande publique 38, place de l'Eglise BP91",74400,Chamonix Mont Blanc,,,,,,,,,,,,False,False,,False,False
15-90117,Ag. Rég. Innovation Dév. Economique,None,BIGOT Marc,,,11 boulevard des RécolletsCS 97802,31078,Toulouse cedex 4,,,,,,http://www.mp-i.fr/marches-publics/,,,,,,False,False,,False,False
15-90118,Grand Port Maritime de Marseille,None,Mme la Directrice Générale du Grand Port Maritime de Marseille,direction des affaires juridiques - département ingénierie juridique / activité marchés publics,,23 place de la joliette - cs 8165,13226,Marseille Cedex 02,,(+33) 4- 9-1 -39- 4-9 -33,,(+33) 4- 9-1 -39- 4-0 -33,marches-gpmm@marseille-port.fr,http://marseille-port.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,http://www.marches-publics.gouv.fr,,,False,False,,False,False
15-90119,Centre hospitalier Périgueux,None,M. Lefebvre Thierry,,,80 avenue Georges Pompidou CS 61205,24019,Perigueux,,05-53-45-28-93,,,dae.marches@ch-perigueux.fr,http://www.ch-perigueux.fr,,,,,,False,False,,False,False
15-90120,SMITRED Ouest d'Armor,None,M. le Président,,,Valorys - Site du Quelven,22140,Pluzunet,,(+33) 2-96-54-65-10,,(+33) 2-96-54-65-18,accueil@valorys.smitred.com,http://www.smitred.com,http://www.smitred-marches.com,,,,,False,False,,False,False
15-90121,Commune de Gérardmer,None, M. Patrick didier,,,"46, rue cahrles de gaulle",88400,Gérardmer,,(+33) 3-29-60-60-66,,(+33) 3-29-63-31-40,patrick.didier@mairie-gerardmer.com,http://mairie-gerardmer.e-marchespublics.com,http://mairie-gerardmer.e-marchespublics.com,,,,,False,False,,False,False
15-90122,Languedoc Roussillon Aménagement,None,M. Joubert Aurélien,,,117 rue des Etats Généraux CS 19536,34961,Montpellier cédex 2,,(+33) 4-99-52-45-24,,(+33) 4-99-52-45-25,marches@lr-amenagement.fr,,,,,,,False,False,,False,False
15-90123,Languedoc Roussillon Aménagement,None,M. Joubert Aurélien,,,117 rue des Etats Généraux CS 19536,34961,Montpellier,,(+33) 4-99-52-45-24,,(+33) 4-99-52-45-25,,,,,,,,False,False,,False,False
15-90124,Service Technique de l'Aviation Civile,None,Mme MATHELIN,,,31 Avenue du Maréchal Leclerc -cs30012,94385,Bonneuil sur Marne,,01-49-56-83-15,,01-49-56-80-62,stac-da-achats@aviation-civile.gouv.fr,,,,,,,False,False,,False,False
15-90125,DREAL Centre,None,Monsieur le Directeur de la DREAL Centre-Val de Loire,,,5 avenue Buffon - CS 96407,45064,ORLEANS cedex 2,,02-36-17-41-41,,02-36-17-41-01,dreal-centre@developpement-durable.gouv.fr,,http://dreal-centre@developpement-durable.gouv.fr,,,,,False,False,,False,False
15-90126,Voies navigables de France,130 017 791 000 59,M. SPEISSER Vincent,,,"Direction Territoriale de Strasbourg 4, quai de Paris cs 30367",67010,Strasbourg cedex,,,,,mp.gp.sg.sn-strasbourg@vnf.fr,,,,,,,False,False,,False,False
15-90128,Etapes,None, Monsieur le Directeur Général,,,9 rue Henri Jeanrenaud,39100,DOLE,,,,,,,,,,,,False,False,,False,False
15-90129,Mairie de Mondeville,None, Hélène mialon-burgat,,,"Hôtel de ville, rue chapron",14120,Mondeville,,02-31-35-52-00,0231521584,,service.marches@mondeville.fr,http://www.mondeville.fr,http://mondeville.e-marchespublics.com,,,,,False,False,,False,False
15-90130,Conseil Régional d'Aquitaine,None, Monsieur le Président,,,"14, rue François de Sourdis",33077,Bordeaux Cedex,,05-57-57-80-00,,05-57-57-86-26,,http://region.aquitaine.fr,http://www.marchespublics-aquitaine.org,,,,,False,False,,False,False
15-90131,Ville Eurométropole de Strasbourg,None,M. Le Président de l'Eurométropole de Strasbourg,,,1 parc de l'Etoile,67076,Strasbourg Cedex,,(+33) 3-68-98-51-19,,(+33) 3-68-98-56-32,marchespublics@strasbourg.eu,,https://alsacemarchespublics.eu/,,,,,False,False,,False,False
15-90132,Cté d'Agglo de la porte du Hainaut,None,Alain Bocquet,,,site minier de Wallers ArenbergRue Michel Rondet - BP59,59135,Wallers,,,,,,,,,,,,False,False,,False,False
15-90133,Ville de Vitrolles,None,M. Le Maire,Direction de la COmmande Publique - Pôle Juridique,,BP 30102,13127,Vitrolles,,,,,service.marches@ville-vitrolles13.fr,,http://www.achatpublic.com,,,,,False,False,,False,False
15-90134,Agencia,None,Mme FESTUOT Amandine,,,95 boulevard du general leclerc CS 20029,51723,Reims cedex,,03-26-97-85-85,,03-26-97-72-32,amandine.festuot@agencia-rm.fr,,,,,,,False,False,,False,False
15-90135,Rouen Seine Aménagement,None,M. De NIJS Rémi,,,Immeuble Montmorency 2 65 avenue de Bretagne CS 21137,76175,Rouen cedex 1,,(+33) 2-32-81-69-10,,(+33) 2-32-81-69-29,contact@rouen-seine.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-90136,Conseil départemental du Pas-de-Calais,None, M. le Président du Conseil Général,,,Département du Pas-de-Calais Hôtel du Département Rue Ferdinand Buisson,62018,ARRAS CEDEX 9,,03-21-21-67-30,,03-21-21-62-38,,https://marches.local-trust.com/cg-62,,,,,,False,False,,False,False
15-90138,Ville de Ribeauvillé,None, Monsieur le maire,,,"2, place de l'hôtel de ville",68150,Ribeauvillé,,(+33) 3-89-73-20-00,,(+33) 3-89-73-37-18,mairie.ribeauville@wanadoo.fr,http://ribeauville.e-marchespublics.com,http://ribeauville.e-marchespublics.com,,,,,False,False,,False,False
15-90139,COMMUNE DE LIMOUX,None, Monsieur Jean-Paul DUPRE - Député-Maire,,,"Service des Marchés Publics - 49, rue de la Mairie",11300,LIMOUX,,,,,,https://marchespublics.aude.fr,,,,,,False,False,,False,False
15-90140,Ville de Pont Saint Esprit,None,"M. Castillon Roger, Maire",,,Avenue Kennedy BP 11061,30134,Pont saint esprit cedex,,04-66-90-58-40,,,josiane.vernet@mairiepse.fr,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-90141,Métropole Européenne de Lille,None,M le président de la Métropole Européenne de Lille,,,Direction Espace Public et VoirieGAJ1 rue du BallonCS 50749,59034,Lille cédex,,(+33) -03-20-21-28-69,,(+33) -03-20-21-30-54,marches-dvep@lillemetropole.fr,http://www.lillemetropole-marchepublic.fr,http://www.lillemetropole-marchepublic.fr,,,,,False,False,,False,False
15-90142,ANSES,None,,Service des achats/marchés,,"14, rue Pierre et Marie Curie 27-31 Ave du Général LECLERC",94701,Maisons-alfort cedex,,(+33) 1-56-29-13-50,,(+33) 1-49-77-38-54,smp.anses@anses.fr,http://www.anses.fr,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=252567&orgAcronyme=h8j,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=252567&orgAcronyme=h8j,https://www.marches-publics.gouv.fr/?page=entreprise.EntrepriseAdvancedSearch&AllCons&refConsultation=252567&orgAcronyme=h8j,,,False,False,,False,False
15-90143,Hôpital Européen Georges Pompidou,None,Mme Gazel Ann-Sophie,"Cellule marchésl Pôle Finance Efficience Recherche 20 rue Leblanc 75908 Paris cédex 15,",,"20, rue Leblanc",75908,Paris,,(+33) 1-56-09-59-43,,(+33) 1-56-09-20-58,cellule.marches@egp.aphp.fr,https://www.achats-hopitaux.com/sdm/ent/gen/index.jsp,https://www.achats-hopitaux.com/sdm/ent/gen/index.jsp,https://www.achats-hopitaux.com/sdm/ent/gen/index.jsp,https://www.achats-hopitaux.com/sdm/ent/gen/index.jsp,,,False,False,,False,False
15-90145,SDIS 95 Val d'Oise,None,M. BAZIN Arnaud,,,33 rue des Moulines Neuville sur Oise CS 80318,95027,Cergy pontoise cedex,,(+33) -01-30-75-79-09,,(+33) -01-30-75-78-65,marchespublics@sdis95.fr,https://www.achatpublic.com,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-90146,CRNA sud-ouest,None,"M. Doumas Stéphanie, Crna sud-ouest",,,1avenue de beaudesert Cs 10023,33692,Mérignac cedex,,05-56-55-62-78,,05-56-55-62-74,,,,,,,,False,False,,False,False
15-90147,Ville de Saujon,None,M. FERCHAUD Pascal,,,Place Gaston Balande - BP 108,17600,Saujon,,05-46-02-80-07,,05-46-02-91-92,maire@mairie-saujon.fr,,,,,,,False,False,,False,False
15-90148,Concarneau Cornouaille Agglomération,None,M. Le Président,,,"1, rue Victor Schoelcher - CS 50636",29186,Concarneau cedex,,(+33) 2-98-97-71-50,,,marches@cca.bzh,http://www.concarneau-cornouaille.fr,https://marches.megalisbretagne.org,,,,,False,False,,False,False
15-90149,Communauté d'agglomération Tour(s)plus,None,M. Le Président,,,"60, avenue Marcel Dassault CS 30651 Cedex 3",37206,Tours,,(+33) 2-47-80-11-11,,(+33) 2-47-28-34-46,,https://toursplus.achatpublic.com/sdm/ent/gen/index.do,,,,,,False,False,,False,False
15-90151,Métropole de Lyon,None,,"Direction de la Logistique, du Patrimoine et des Bâtiments - La Vice présidente en charge de l'Administration Générale, de la Logistique et du Patrimoine bâti",,20 rue du Lac - CS 33569,69505,Lyon cedex 03,,,,(+33) 4-26-99-30-45,,http://marches.grandlyon.com,http://marches.grandlyon.com,,,,,False,False,,False,False
15-90152,Grand Port Maritime de La Réunion,None,Lucinda DASSOT,,,2 rue Evariste de Parny BP 18,97821,Le port cedex,,02-62-42-91-60,,02-62-42-47-95,lucinda.dassot@reunion.port.fr,http://www.reunion.port.fr,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
15-90153,CCAS de TALENCE,None,"M. CAZABONNE Alain, Maire, Président du CCAS de TALENCE",,,Hotel de Ville Rue du Professeur Arnozan - BP 10035,33401,Talence,,05-56-84-78-71,,05-56-84-78-69,ccas@talence.fr,,http://www.marchespublics-aquitaine.org,,,,,False,False,,False,False
15-90154,Communauté de Communes de Bischwiller,None,M. le Président,,,"9, Place de la Mairie - BP 10035",67241,bischwiller cedex,,,,,,,,,,,,False,False,,False,False
15-90155,Conseil Général du Haut-Rhin,None,M. Le Président du Conseil Départemental du Haut-Rhin,,,100 avenue d'Alsace BP 20351,68006,Colmar Cedex,,(+33) 3-89-30-63-10,,(+33) 3-89-21-98-40,commande.publique@haut-rhin.fr,http://www.haut-rhin.fr,https://alsacemarchespublics.eu,,,,,False,False,,False,False
15-90156,Région Provence Alpes Côte d'Azur,None," Vauzelle Michel, Président du Conseil Régional",,,"Hotel de Région, 27 Place Jules Guesde",13481,Marseille,,04-91-57-50-57,,04-91-57-50-64,,http://www.regionpaca.fr,http://achat.regionpaca.fr,,,,,False,False,,False,False
15-90157,COMMUNE DE MONTIGNY-LES-CORMEILLES,None," CARPENTIER Jean-Noël, MAIRE",,,"14, rue Fortune Charlot BP 90237",95370,MONTIGNY-LES-CORMEILLES,,,,,,http://www.montigny95.fr,https://www.marchespublics-idf-centre.fr/,,,,,False,False,,False,False
15-90158,SYTRAL,25690099400011," COLLOMB Gérard, Président",,,"21 Boulevard Vivier Merle, CS 63815",69487,Lyon,,(+33) 4-72-84-58-00,,(+33) 4-78-53-12-84,,http://www.sytral.fr,,,,,,False,False,,False,False
15-90159,ESID de Metz,None,"Mme Goron Nathalie, Rédactrice marchés",,,Rue du Maréchal LYAUTEY - CS 30 001,57044,Metz cedex 01,,03-55-74-80-61,,03-55-74-80-29,usid-metz.marches@defense.gouv.fr,,,,,,,False,False,,False,False
15-90160,Ville de La Rochelle,21170300400013, Le Maire,,,Direction de la Commande Publique BP 1541,17086,La Rochelle,,,,,,,http://www.ville-larochelle.fr,,,,,False,False,,False,False
15-90161,Mairie de Venthon,None," CANTAMESSA François, Maire",,,9 route de la Charrière,73200,VENTHON,,04-79-32-23-82,,04-79-32-11-11,mairie.venthon@wanadoo.fr,http://www.venthon.fr/,http://www.marches-publics.info,,,,,False,False,,False,False
15-90162,Commune de Gaillard,None," BOSLAND Jean-Paul, Maire",,,Cours de la République BP 36,74240,GAILLARD,,04-50-39-76-30,,04-50-39-98-19,,http://www.gaillard.fr,http://www.marches-publics.info,,,,,False,False,,False,False
15-90163,Institut Geographique National,18006701900430, Le Directeur Général,,,"IGN - SAM - département des marchés, 73 avenue de Paris",94165,Saint-Mandé,,(+33) 1-43-98-80-39,,(+33) 1-43-98-85-38,marches-publics@ign.fr,http://www.ign.fr,,,,,,False,False,,False,False
15-90164,Ville d'Allonnes,None," LEPROUST Gilles, Maire",,,Esplanade Nelson Mandela BP 15,72700,Allonnes,,02-43-83-42-24,,,marches.publics@ville-allonnes.fr,,,,,,,False,False,,False,False
15-90165,Le Département Htes-Pyrénées,None,M. Le Président,,,Hôtel du Département 6 rue Gaston Manent Cedex 9,65013,Tarbes,,,,,,,,,,,,False,False,,False,False
15-90166,Université Paris 8,None,Mme Danielle Tartakowsky,,,2 rue de la liberté,93526,Saint denis cedex,,01-49-40-71-61,,,service.marches@univ-paris8.fr,http://www.univ-paris8.fr,,,,,,False,False,,False,False
15-90167,Conseil Régional d'Auvergne,None,M. Le Président Conseil régional,Grécia Gracia,,59 boulevard Léon Jouhaux CS 90706,63050,Clermont ferrand cedex 2,,(+33) 4-73-31-86-37,,,g.gracia@cr-auvergne.fr,,https://marches.local-trust.com/cr-auvergne/,,,,,False,False,,False,False
15-90168,Conseil Général de l'Aude,None, Monsieur le Président du Conseil Départemental de l'Aude,,,Département de l'Aude Allée Raymond Courrière,11855,CARCASSONNE Cedex 9,,04-68-11-68-11,,04-68-11-64-78,marches@aude.fr,http://www.aude.fr,,,,,,False,False,,False,False
15-90170,MAIRIE DE LA TALAUDIERE,None," GARRIDO Pascal, Maire",,,Place Jean Moulin BP 141,42351,LA TALAUDIERE,,04-77-53-92-00,,04-77-53-82-07,contact@mairie-la-talaudiere.fr,http://www.latalaudiere.fr,http://www.loire.fr/e-marchespublics,,,,,False,False,,False,False
15-90171,Dinan Communauté,None,M. Le Président,,,"34, rue Bertrand Robidou - BP 56357",22106,Dinan cedex,,02-96-87-14-14,,02-96-85-40-91,,,http://www.dinancommunaute.fr,,,,,False,False,,False,False
15-90172,CPAM de Seine-et-Marne,None,Mme Bazin Nathalie,,,Rue des meuniers,77950,Rubelles,,01-64-71-34-76,,01-64-71-34-73,achats.marches@cpam-melun.cnamts.fr,,,,,,,False,False,,False,False
15-90173,Conseil Départemental du Jura,None,M. Le Président du Conseil général,,,17 rue Rouget de Lisle,39039,Lons Le Saunier Cedex,,,,,,,,,,,,False,False,,False,False
15-90174,Conseil départemental du Pas-de-Calais,None, M. le Président du Conseil Général,,,Département du Pas-de-Calais Hôtel du Département Rue Ferdinand Buisson,62018,ARRAS CEDEX 9,,03-21-21-67-30,,03-21-21-62-38,,https://marches.local-trust.com/cg-62,,,,,,False,False,,False,False
15-90175,Commune de Carcassonne,21110069800011,M. Maire Le,,,32 rue Aimé Ramond,11835,Carcassonne cedex 9,,(+33) 4-68-77-71-11,,(+33) 4-68-77-74-26,marches@mairie-carcassonne.fr,http://www.carassonne.org,http://www.achatpublic.com/sdm/ent/gen/index.jsp,,http://www.achatpublic.com/sdm/ent/gen/ent_detail.do?PCSLID=CSL_2015_jg-SqZGO-p&v=1&selected=0,,,False,False,,False,False
15-90176,Ville d'equeurdreville-Hainneville,None,Monsieur le Maire,,,Place Hippolyte Mars,50120,Equeurdreville-Hainneville,,02-33-53-96-00,,02-33-93-12-70,marches@mairie-equeurdreville.fr,,http://www.pa-ville-equeurdreville.fr,,,,,False,False,,False,False
15-90177,MINDEF/AIR/SIAé/AIA CF,None,Directeur de l'Atelier Industriel de l'Aéronautique de CLERMONT-FERRAND,,,161 avenue du Brézet,63028,Clermont-Ferrand,,,,,,,,,,,,False,False,,False,False
15-90178,CCI Paris Ile-de-France,None," Direction des achats, Service suivi des procédures achats",,,92 bis rue Cardinet,75017,Paris,,01-55-65-78-32,,01-55-65-78-87,,http://www.cci-paris-idf.fr,http://www.marches-publics.gouv.fr,,,,,False,False,,False,False
15-90179,Ville de Chartres,None,,Service Marchés publics,,Place des Halles,28019,Chartres cedex,,(+33) 2-37-23-40-64,,(+33) 2-37-23-41-80,marches.publics@agglo-ville.chartres.fr,,https://marches.agglo-chartres.fr,,,,,False,False,,False,False
15-90180,Ville de Saint-Malo,None,"Mme Prigent Daphnée, Ville de Saint-Malo",,,CS 21826,35418,Saint-malo cedex,,02-99-40-71-11,,,,,,,,,,False,False,,False,False
15-90181,Conseil Général de Charente-Maritime,None, CONSEILGAL,,,"85, boulevard de la République Cedex 9",17076,La Rochelle,,,,,,,,,,,,False,False,,False,False
15-90182,Mulhouse Habitat,None,M. le Directeur Général,Cellule marché,,20 Boulevard de la Marseillaise - BP 1429,68071,Mulhouse cedex,,,,(+33) 3-89-36-38-14,service-marches@mulhouse-habitat.fr,http://www.mulhouse-habitat.fr,http://mulhouse-habitat.marcoweb.fr,,,,,False,False,,False,False
15-90183,Ville des Arcs sur Argens,None, Monsieur le Maire,,,Place du Général de Gaulle,83460,Les Arcs,,(+33) 4-94-47-56-70,,(+33) 4-94-47-48-24,scarzoli@les-arcs-sur-argens.fr,http://www.mairie-les-arcs-sur-argens.fr,https://emarches.dracenie.com,,,,,False,False,,False,False
15-90184,Ville de Tourlaville,None,Monsieur le Maire,,,109 avenue des Prairies,50110,Tourlaville,,,,,,http://www.mairie-tourlaville.fr,http://www.klekoon.com,,,,,False,False,,False,False
15-90185,Communauté de Communes de Cognac,None,"M. GOURINCHAS Michel, Maire",,,Mairie de Cognac - 68 bd Denfert Rochereau - CS 20217,16111,Cognac cedex,,05-45-36-64-30,,,marches.publics@grand-cognac.fr,,,,,,,False,False,,False,False
15-90186,CCCP,None,"Mme Plantier Amélie, Communauté de Communes Côte de penthièvre",,,Rue christian de la villéon,22400,Saint alban,,02-96-32-98-90,,02-96-32-98-91,,http://cdc-cote-penthievre.fr,https://www.megalisbretagne.org,,,,,False,False,,False,False
15-90187,Conseil Régional d'Aquitaine,None, De la Commande Publique Direction,,,"14, rue Francois de Sourdis",33077,Bordeaux cedex,,(+33) 5-57-57-80-00,,(+33) 5-57-57-86-26,service.marches@aquitaine.fr,http://aquitaine.fr,http://marchespublics-aquitaine.org,,,,,False,False,,False,False
15-90188,ville de Saint-Maur-des-Fossés,None,M. le Maire,,,Place Charles de Gaulle,94107,saint maur des fosses cedex,,(+33)1-45-11-65-65,5319,(+33)1-45-11-65-73,judicaelle.brule@mairie-saint-maur.com,https://stmaur-marches.achatpublic.com,https://stmaur-marches.achatpublic.com,,,,,False,False,,False,False
