BOAMP_AVIS_NUM,D_01_01_Identite_Denomination,D_01_02_Identite_Codeidentnational,D_01_03_Identite_Correspondant,D_01_04_Identite_Contact,D_01_05_Identite_Adjudicateurnuts,D_01_06_Identite_Adresse,D_01_07_Identite_Cp,D_01_08_Identite_Ville,D_01_09_Identite_Pays,D_01_10_Identite_Tel,D_01_11_Identite_Poste,D_01_12_Identite_Fax,D_01_13_Identite_Mel,D_01_14_Identite_Url,D_01_15_Identite_Urlprofilacheteur,D_01_16_Identite_Urlinformation,D_01_17_Identite_Urlparticipation,D_01_18_Identite_Urldocument,D_01_19_Identite_Outillogiciel,D_01_20_Identite_Agitpourautrecompteoui,D_01_21_Identite_Agitpourautrecomptenon,D_01_22_Identite_Loicompteautrepays,D_01_23_Identite_Organismeacheteurcentraloui,D_01_24_Identite_Organismeacheteurcentralnon
15-193975,SORELI,None,"Mme DUWEZ Fabienne, Directrice Générale",,,7 boulevard Louis XIVBP1243,59013,Lille cedex,,,,,,,http://marches-securises.fr,,,,,False,False,,False,False
15-187073,CCAL,None,Monsieur le Président Christian ARIES,,,2 rue de LexyCS 11432 - REHON,54414,Longwy Cedex,,03-82-26-03-00,,03-82-26-03-01,,http://ccal-longwy.fr,,,,,,False,False,,False,False
15-187074,Ministère culture et communication,None,"M. MANCEAUX Audrey, Ministère de la culture et de la communication",,,"182, rue Saint Honoré",75033,Paris cedex 01,,01-40-15-82-14,,,mission-achats.sg@culture.gouv.fr,https://www.marches-publics.gouv.fr,https://www.marches-publics.gouv.fr,,,,,False,False,,False,False
15-187076,SYDER,None,Monsieur le Président,,,61 CHEMIN MOULIN CARRON,69574,Dardilly cedex,,04-72-18-75-00,,04-78-33-84-91,syder@syder.fr,http://www.syder.fr,http://www.marches-securises.fr,,,,,False,False,,False,False
15-187077,Conseil Régional d'Auvergne,None,M. Région Auvergne le président,,,59 boulevard Léon Jouhaux - cs 90706,63050,Clermont ferrand cedex 2,,04-73-31-96-48,,,,,https://marches.local-trust.com/cr-auvergne/,,,,,False,False,,False,False
15-187078,REGATE,None, Pierre alexandre,,,8 boulevard du general de gaulle,89210,Brienon sur armancon,,03-45-72-00-11,,,regate.compta@gmail.com,http://www.e-marchespublics.com,,,,,,False,False,,False,False
15-187079,OPH AUBERVILLIERS,27930020600018,M. Huon benoit Florian,,,122 rue André Karman 122 rue André Karman,93300,Aubervilliers,,(+33) 1-48-11-54-35,,(+33) 1-48-33-48-69,marchepublic@oph-aubervilliers.fr,http://www.oph-aubervilliers.fr,,,,,,False,False,,False,False
15-187080,Centre Hospitalier de Saint-Nazaire,None,Caroline Dousset,,,BP 414,44600,Saint Nazaire,,,,,,,http://www.klekoon.com,,,,,False,False,,False,False
15-187081,Ville d'Aix-en-Provence,None,"M. Maurice CHAZEAU, Adjoint délégué aux marchés publics",,,"Direction des marchés publics, CS 30715",13616,Aix-en-provence cedex 1,,04-42-91-92-89,,04-42-91-91-77,,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-187082,REIMS EVENEMENTS SEML,None,"M. Guillaume MECHIN, Directeur",,,12 bd du Général Leclerc,51722,REIMS Cedex,,,,,,,https://www.achatpublic.com/sdm/ent/gen/index.do,,,,,False,False,,False,False
15-187083,Ville de Saint-Brieuc,None,Monsieur le Maire de la Ville de Saint-Brieuc,,,Direction des Finances Hôtel de VilleC.S 72365,22023,Saint-Brieuc Cedex 1,,,,,,,,,,,,False,False,,False,False
15-187084,ENSA de Toulouse,None,Sylvie Paillard,,,83 rue Aristide MaillolBP 10629,31106,Toulouse cedex 1,,05-62-11-50-50,5046,,sylvie.paillard@toulouse.archi.fr,,,,,,,False,False,,False,False
15-187086,Ville de Sélestat,21670462700019,M. BAUER Marcel,,,"9, Place d'Armes - B.P. 40188",67604,Selestat cedex,,(+33) 3-88-58-85-00,,(+33) 3-88-82-90-71,marches.publics@ville-selestat.fr,http://www.selestat.fr,https://alsacemarchespublices.eu,,https://alsacemarchespublics.eu,,,False,False,,False,False
15-187087,Ville d'equeurdreville-Hainneville,None,Monsieur le Maire,,,Place Hippolyte Mars,50120,Equeurdreville-Haineville,,(+33) -02-33-53-96-00,,(+33) -02-33-93-12-70,marches@mairie-equeurdreville.fr,,http://www.pa-ville-equeurdreville.fr,,http://www.pa-ville-equeurdreville.fr,,,False,False,,False,False
15-187089,CA Marne et Chantereine,None,M. Le Président Jean-Pierre Noyelles,,,39 avenue François Mitterrand-CS 50212,77508,Chelles cedex,,(+33) 1-60-93-10-78,,(+33) 1-60-93-13-40,dcp@marne-chantereine.fr,http://www.marne-chantereine.fr/,https://marches-publics-ca-marne-chantereine.omnikles.com,,,,,False,False,,False,False
15-187090,Syndicat Départemental EAU47,25470249100013,Mme ZORZI Corinne,,,997 avenue du Docteur Jean Bru,47031,Agen cedex,,(+33) -05-53-68-44-03,,(+33) -05-53-68-44-07,c.zorzi@eau47.fr,http://www.eau47.fr,http://www.marchespublics-aquitaine.org,,,,,False,False,,False,False
15-187091,Normandie Université,None,M. Marchés publics Le responsable,,,Esplanade de la Paix - BP 5186,14032,Caen cedex 5,,(+33) 2-32-95-65-04,,,,,https://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
15-187092,Centre Pompidou,None, Service de l'achat public,,,4 rue Brantôme,75191,Paris cedex 04,,(+33) 1-44-78-40-51,,(+33) 1-44-78-12-11,service.achatpublic@centrepompidou.fr,http://www.centrepompidou.fr/marche,,,,,,False,False,,False,False
15-187093,VILLE DE PARIS,None,"M. Delvallée Thibaut, Chef de la Section Locale d'Architecture du 12ème arrondissement",,,"Direction du Patrimoine et de l'Architecture - Section Locale d'Architecture du 12ème arrondissement - 212, avenue Daumesnil",75012,Paris,,01-44-68-14-91,,,charlyne.renaut@paris.fr,,https://marches.maximilien.fr,,,,,False,False,,False,False
15-187094,Cté Urbaine MPM,None,"Monsieur le Président de la Communauté Urbaine ou son représentant, agissant par délégation.",Direction des Achats et de la Commande publique - Service des Marchés,,"Les Docks, atrium 10.710, Place de la Joliette - BP 48014",13567,Marseille Cedex 02,,(+33) 4-91-99-99-00,,(+33) 4-91-99-71-96,,http://www.marseille-provence.com,http://marchespublics.marseille-provence.com,,,,,False,False,,False,False
15-187098,Commune de ROYAT,None,Monsieur le Maire,Marie DUMONT,,Commune de CHAMALIERES46 boulevard Barrieu,63130,Royat,,04-73-29-50-80,,04-73-29-50-85,mairie@royat.fr,,,,,,,False,False,,False,False
15-187099,Ville d'equeurdreville-Hainneville,None,Monsieur le Maire,,,Place Hippolyte Mars,50120,Equeurdreville-Hainneville,,02-33-53-96-00,,,marches@mairie-equeurdreville.fr,,http://www.pa-ville-equeurdreville.fr,,,,,False,False,,False,False
15-187100,Ville de Meyzieu,None,M. Maire Le,,,Place de l'Europe,69330,Meyzieu,,04-72-45-18-65,,04-82-53-26-00,manon.clauzel@meyzieu.fr,,http://www.achatpublic.com/sdm/ent/gen/index.jsp,,,,,False,False,,False,False
